year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e,log_total_emissions_MtCO2e,country
2007,Sonatrach,State-owned Entity,Natural Gas,3310.0,Bcf/yr,241.26719209770283,5.490041216664307,Algeria
2008,Sonatrach,State-owned Entity,Oil & NGL,500.8,Million bbl/yr,199.70797075502637,5.301850969787107,Algeria
2008,Sonatrach,State-owned Entity,Natural Gas,3300.0,Bcf/yr,240.5382881940844,5.487028003772702,Algeria
2009,Sonatrach,State-owned Entity,Oil & NGL,452.6,Million bbl/yr,180.4868761256488,5.201183343242902,Algeria
2009,Sonatrach,State-owned Entity,Natural Gas,2940.0,Bcf/yr,214.2977476638206,5.372021942930648,Algeria
2010,Sonatrach,State-owned Entity,Oil & NGL,456.3,Million bbl/yr,181.9623543440865,5.20928041771266,Algeria
2010,Sonatrach,State-owned Entity,Natural Gas,2980.0,Bcf/yr,217.2133632782944,5.385473314778924,Algeria
2011,Sonatrach,State-owned Entity,Oil & NGL,465.7,Million bbl/yr,185.710866574712,5.229561252253561,Algeria
2011,Sonatrach,State-owned Entity,Natural Gas,2730.0,Bcf/yr,198.99076568783343,5.2982711939212646,Algeria
2012,Sonatrach,State-owned Entity,Oil & NGL,425.2,Million bbl/yr,169.56036175127235,5.139089261937193,Algeria
2012,Sonatrach,State-owned Entity,Natural Gas,2725.0,Bcf/yr,198.62631373602417,5.2964471875330545,Algeria
2013,Sonatrach,State-owned Entity,Oil & NGL,417.5,Million bbl/yr,166.48977194533447,5.120922286387771,Algeria
2013,Sonatrach,State-owned Entity,Natural Gas,2760.0,Bcf/yr,201.17747739868875,5.309145912640895,Algeria
2014,Sonatrach,State-owned Entity,Oil & NGL,404.1,Million bbl/yr,161.14614812720876,5.088498077474002,Algeria
2014,Sonatrach,State-owned Entity,Natural Gas,2760.0,Bcf/yr,201.17747739868875,5.309145912640895,Algeria
2015,Sonatrach,State-owned Entity,Oil & NGL,441.5,Million bbl/yr,176.06044147033572,5.176491151517284,Algeria
2015,Sonatrach,State-owned Entity,Natural Gas,4530.8,Bcf/yr,330.25178065144166,5.802878752837506,Algeria
2016,Sonatrach,State-owned Entity,Oil & NGL,418.4,Million bbl/yr,166.848672052522,5.123062811881623,Algeria
2016,Sonatrach,State-owned Entity,Natural Gas,3289.6,Bcf/yr,239.7802281343212,5.483884600986792,Algeria
2017,Sonatrach,State-owned Entity,Oil & NGL,386.4,Million bbl/yr,154.0877793525203,5.043991275024854,Algeria
2017,Sonatrach,State-owned Entity,Natural Gas,3347.0,Bcf/yr,243.96413654109105,5.50111181836498,Algeria
2018,Sonatrach,State-owned Entity,Oil & NGL,379.6,Million bbl/yr,151.37608965376998,5.026351738908073,Algeria
2018,Sonatrach,State-owned Entity,Natural Gas,3386.6,Bcf/yr,246.85059599942,5.512826129141602,Algeria
2019,Sonatrach,State-owned Entity,Oil & NGL,492.92784000000006,Million bbl/yr,196.56872734636244,5.286086510371756,Algeria
2019,Sonatrach,State-owned Entity,Natural Gas,4910.120192,Bcf/yr,357.9005775184512,5.883045407286987,Algeria
2020,Sonatrach,State-owned Entity,Oil & NGL,438.6272,Million bbl/yr,174.9148323281931,5.169999970691089,Algeria
2020,Sonatrach,State-owned Entity,Natural Gas,4770.80736,Bcf/yr,347.7460108115572,5.854343894536986,Algeria
2021,Sonatrach,State-owned Entity,Oil & NGL,447.98028,Million bbl/yr,178.6446338998972,5.190980643366116,Algeria
2021,Sonatrach,State-owned Entity,Natural Gas,5096.253964,Bcf/yr,371.4679408190535,5.920150969200525,Algeria
2022,Sonatrach,State-owned Entity,Oil & NGL,453.727,Million bbl/yr,180.936298815427,5.2036566193015785,Algeria
2022,Sonatrach,State-owned Entity,Natural Gas,5450.1217,Bcf/yr,397.26149823255554,5.987108820269306,Algeria
1988,Southwestern Energy,Investor-owned Company,Oil & NGL,0.16,Million bbl/yr,0.0638044635000084,0.06185159912476823,USA
1988,Southwestern Energy,Investor-owned Company,Natural Gas,12.0,Bcf/yr,0.8746846843421251,0.6284404769296248,USA
1989,Southwestern Energy,Investor-owned Company,Oil & NGL,0.148,Million bbl/yr,0.0590191287375077,0.05734312947550019,USA
1989,Southwestern Energy,Investor-owned Company,Natural Gas,15.3,Bcf/yr,1.1152229725362095,0.7491602313084854,USA
1990,Southwestern Energy,Investor-owned Company,Oil & NGL,0.112,Million bbl/yr,0.0446631244500059,0.04369446449737276,USA
1990,Southwestern Energy,Investor-owned Company,Natural Gas,16.4,Bcf/yr,1.1954024019342375,0.7863653563463836,USA
1991,Southwestern Energy,Investor-owned Company,Oil & NGL,0.176,Million bbl/yr,0.0701849098500092,0.06783144648731187,USA
1991,Southwestern Energy,Investor-owned Company,Natural Gas,19.9,Bcf/yr,1.4505187682006906,0.8962997442651671,USA
1992,Southwestern Energy,Investor-owned Company,Oil & NGL,0.12,Million bbl/yr,0.0478533476250063,0.04674364063464644,USA
1992,Southwestern Energy,Investor-owned Company,Natural Gas,25.8,Bcf/yr,1.8805720713355687,1.057988910302766,USA
1993,Southwestern Energy,Investor-owned Company,Oil & NGL,0.096,Million bbl/yr,0.038282678100005,0.037568077244841486,USA
1993,Southwestern Energy,Investor-owned Company,Natural Gas,35.7,Bcf/yr,2.602186935917822,1.2815411432188413,USA
1994,Southwestern Energy,Investor-owned Company,Oil & NGL,0.2,Million bbl/yr,0.0797555793750105,0.07673470012942628,USA
1994,Southwestern Energy,Investor-owned Company,Natural Gas,37.7,Bcf/yr,2.7479677166415097,1.321213750849621,USA
1995,Southwestern Energy,Investor-owned Company,Oil & NGL,0.229,Million bbl/yr,0.091320138384387,0.08738809953979962,USA
1995,Southwestern Energy,Investor-owned Company,Natural Gas,34.5,Bcf/yr,2.5147184674836094,1.2569594274556268,USA
1996,Southwestern Energy,Investor-owned Company,Oil & NGL,0.391,Million bbl/yr,0.1559221576781456,0.14489843033424146,USA
1996,Southwestern Energy,Investor-owned Company,Natural Gas,34.8,Bcf/yr,2.536585584592162,1.263161737566462,USA
1997,Southwestern Energy,Investor-owned Company,Oil & NGL,0.749,Million bbl/yr,0.2986846447594143,0.2613519405169343,USA
1997,Southwestern Energy,Investor-owned Company,Natural Gas,33.4,Bcf/yr,2.4345390380855814,1.233882721061003,USA
1998,Southwestern Energy,Investor-owned Company,Oil & NGL,0.703,Million bbl/yr,0.2803408615031619,0.2471263405298391,USA
1998,Southwestern Energy,Investor-owned Company,Natural Gas,32.7,Bcf/yr,2.3835157648322913,1.2189153360061074,USA
1999,Southwestern Energy,Investor-owned Company,Oil & NGL,0.578,Million bbl/yr,0.2304936243937803,0.20741540952208462,USA
1999,Southwestern Energy,Investor-owned Company,Natural Gas,29.4,Bcf/yr,2.1429774766382064,1.1451705915912824,USA
2000,Southwestern Energy,Investor-owned Company,Oil & NGL,0.676,Million bbl/yr,0.2695738582875355,0.23868129950731198,USA
2000,Southwestern Energy,Investor-owned Company,Natural Gas,31.6,Bcf/yr,2.3033363354342633,1.194932968482939,USA
2001,Southwestern Energy,Investor-owned Company,Oil & NGL,0.719,Million bbl/yr,0.2867213078531628,0.25209736115031267,USA
2001,Southwestern Energy,Investor-owned Company,Natural Gas,35.5,Bcf/yr,2.587608857845453,1.2774859242756806,USA
2002,Southwestern Energy,Investor-owned Company,Oil & NGL,0.682,Million bbl/yr,0.2719665256687859,0.24056414827352615,USA
2002,Southwestern Energy,Investor-owned Company,Natural Gas,36.0,Bcf/yr,2.6240540530263754,1.2875933033637548,USA
2003,Southwestern Energy,Investor-owned Company,Oil & NGL,0.531,Million bbl/yr,0.2117510632406529,0.19206647318521874,USA
2003,Southwestern Energy,Investor-owned Company,Natural Gas,38.0,Bcf/yr,2.769834833750063,1.3270311898238278,USA
2004,Southwestern Energy,Investor-owned Company,Oil & NGL,0.618,Million bbl/yr,0.2464447402687825,0.22029529108445312,USA
2004,Southwestern Energy,Investor-owned Company,Natural Gas,50.4,Bcf/yr,3.6736756742369248,1.5419458443717005,USA
2005,Southwestern Energy,Investor-owned Company,Oil & NGL,0.705,Million bbl/yr,0.2811384172969121,0.24774907117312392,USA
2005,Southwestern Energy,Investor-owned Company,Natural Gas,56.8,Bcf/yr,4.140174172552725,1.6370869646036128,USA
2006,Southwestern Energy,Investor-owned Company,Oil & NGL,0.698,Million bbl/yr,0.2783469720187866,0.24556781520928248,USA
2006,Southwestern Energy,Investor-owned Company,Natural Gas,68.1,Bcf/yr,4.9638355836415595,1.785713828387266,USA
2007,Southwestern Energy,Investor-owned Company,Oil & NGL,0.614,Million bbl/yr,0.2448496286812823,0.21901474244648125,USA
2007,Southwestern Energy,Investor-owned Company,Natural Gas,109.9,Bcf/yr,8.010653900766629,2.198407643988654,USA
2008,Southwestern Energy,Investor-owned Company,Oil & NGL,0.385,Million bbl/yr,0.1535294902968952,0.14282636423195577,USA
2008,Southwestern Energy,Investor-owned Company,Natural Gas,192.3,Bcf/yr,14.016822066582554,2.7091710438287553,USA
2009,Southwestern Energy,Investor-owned Company,Oil & NGL,0.124,Million bbl/yr,0.0494484592125065,0.04826474922270003,USA
2009,Southwestern Energy,Investor-owned Company,Natural Gas,299.7,Bcf/yr,21.84524999144457,3.1287432178944976,USA
2010,Southwestern Energy,Investor-owned Company,Oil & NGL,0.171,Million bbl/yr,0.068191020365634,0.06596658256507089,USA
2010,Southwestern Energy,Investor-owned Company,Natural Gas,403.6,Bcf/yr,29.41856155004014,3.4150529993896463,USA
2011,Southwestern Energy,Investor-owned Company,Oil & NGL,0.097,Million bbl/yr,0.0386814559968801,0.03795207800366887,USA
2011,Southwestern Energy,Investor-owned Company,Natural Gas,499.0,Bcf/yr,36.37230479056004,3.620929916483454,USA
2012,Southwestern Energy,Investor-owned Company,Oil & NGL,0.083,Million bbl/yr,0.0330985654406293,0.032562602275482466,USA
2012,Southwestern Energy,Investor-owned Company,Natural Gas,565.0,Bcf/yr,41.18307055444172,3.7420189688553798,USA
2013,Southwestern Energy,Investor-owned Company,Oil & NGL,0.188,Million bbl/yr,0.0749702446125098,0.07229298176632017,USA
2013,Southwestern Energy,Investor-owned Company,Natural Gas,656.0,Bcf/yr,47.816096077369515,3.8880600961256366,USA
2014,Southwestern Energy,Investor-owned Company,Oil & NGL,0.466,Million bbl/yr,0.1858304999437745,0.17044337294515033,USA
2014,Southwestern Energy,Investor-owned Company,Natural Gas,766.0,Bcf/yr,55.83403901717232,4.0401354247028145,USA
2015,Southwestern Energy,Investor-owned Company,Oil & NGL,12.967,Million bbl/yr,5.170952988778806,1.8198532812218884,USA
2015,Southwestern Energy,Investor-owned Company,Natural Gas,899.0,Bcf/yr,65.52846093529755,4.197629840092221,USA
2016,Southwestern Energy,Investor-owned Company,Oil & NGL,14.564,Million bbl/yr,5.807801290088266,1.9180692031377395,USA
2016,Southwestern Energy,Investor-owned Company,Natural Gas,846.4,Bcf/yr,61.694426402264554,4.13827255058182,USA
2017,Southwestern Energy,Investor-owned Company,Oil & NGL,16.572,Million bbl/yr,6.608547307013371,2.029272261011771,USA
2017,Southwestern Energy,Investor-owned Company,Natural Gas,932.05,Bcf/yr,67.93748833675647,4.233200127827944,USA
2018,Southwestern Energy,Investor-owned Company,Oil & NGL,23.113,Million bbl/yr,9.21695353047309,2.3240484513433977,USA
2018,Southwestern Energy,Investor-owned Company,Natural Gas,1018.7,Bcf/yr,74.25344066161023,4.3208616256615935,USA
2019,Southwestern Energy,Investor-owned Company,Oil & NGL,28.316,Million bbl/yr,11.291794927913992,2.5089319607507736,USA
2019,Southwestern Energy,Investor-owned Company,Natural Gas,897.3499999999998,Bcf/yr,65.4081917912005,4.195820419222297,USA
2020,Southwestern Energy,Investor-owned Company,Oil & NGL,31.068,Million bbl/yr,12.389231700114133,2.5944507794246117,USA
2020,Southwestern Energy,Investor-owned Company,Natural Gas,1059.0,Bcf/yr,77.19092339319255,4.359153571673962,USA
2021,Southwestern Energy,Investor-owned Company,Oil & NGL,37.55,Million bbl/yr,14.974110027658226,2.7709692883929873,USA
2021,Southwestern Energy,Investor-owned Company,Natural Gas,1015.0,Bcf/yr,73.98374621727139,4.317271372946718,USA
2022,Southwestern Energy,Investor-owned Company,Oil & NGL,35.439,Million bbl/yr,14.132289887354988,2.7168308638272394,USA
2022,Southwestern Energy,Investor-owned Company,Natural Gas,1520.0,Bcf/yr,110.7933933500025,4.71665246550445,USA
1987,Suncor Energy,Investor-owned Company,Oil & NGL,36.8,Million bbl/yr,14.675026605001936,2.752068783806344,Canada
1987,Suncor Energy,Investor-owned Company,Natural Gas,282.0,Bcf/yr,20.555090082039936,3.0706119873617843,Canada
1988,Suncor Energy,Investor-owned Company,Oil & NGL,37.4,Million bbl/yr,14.914293343126964,2.7672176578083905,Canada
1988,Suncor Energy,Investor-owned Company,Natural Gas,207.3,Bcf/yr,15.110177922010212,2.779451241324682,Canada
1989,Suncor Energy,Investor-owned Company,Oil & NGL,39.8,Million bbl/yr,15.871360295627092,2.8256175273099218,Canada
1989,Suncor Energy,Investor-owned Company,Natural Gas,233.6,Bcf/yr,17.027195188526697,2.8918814615269732,Canada
1990,Suncor Energy,Investor-owned Company,Oil & NGL,38.1,Million bbl/yr,15.193437870939505,2.784606090480356,Canada
1990,Suncor Energy,Investor-owned Company,Natural Gas,207.4,Bcf/yr,15.117466961046395,2.779903588319749,Canada
1991,Suncor Energy,Investor-owned Company,Oil & NGL,37.7,Million bbl/yr,15.033926712189484,2.774706896835054,Canada
1991,Suncor Energy,Investor-owned Company,Natural Gas,185.0,Bcf/yr,13.484722216941096,2.6730944537465122,Canada
1992,Suncor Energy,Investor-owned Company,Oil & NGL,33.6,Million bbl/yr,13.398937335001767,2.66715440767845,Canada
1992,Suncor Energy,Investor-owned Company,Natural Gas,187.1,Bcf/yr,13.637792036700967,2.6836066799938787,Canada
1993,Suncor Energy,Investor-owned Company,Oil & NGL,33.8,Million bbl/yr,13.478692914376776,2.672678114538993,Canada
1993,Suncor Energy,Investor-owned Company,Natural Gas,205.6,Bcf/yr,14.986264258395073,2.7717298696811774,Canada
1994,Suncor Energy,Investor-owned Company,Oil & NGL,45.5,Million bbl/yr,18.14439430781489,2.9520099473337247,Canada
1994,Suncor Energy,Investor-owned Company,Natural Gas,253.7,Bcf/yr,18.49229203479976,2.9700191071591844,Canada
1995,Suncor Energy,Investor-owned Company,Oil & NGL,49.7,Million bbl/yr,19.819261474690112,3.035878590640778,Canada
1995,Suncor Energy,Investor-owned Company,Natural Gas,262.4,Bcf/yr,19.1264384309478,3.0020342955801276,Canada
1996,Suncor Energy,Investor-owned Company,Oil & NGL,69.9,Million bbl/yr,27.87457499156617,3.3629614498268343,Canada
1996,Suncor Energy,Investor-owned Company,Natural Gas,342.4,Bcf/yr,24.957669659895306,3.2564671212386522,Canada
1997,Suncor Energy,Investor-owned Company,Oil & NGL,70.4,Million bbl/yr,28.073963940003704,3.3698430637200767,Canada
1997,Suncor Energy,Investor-owned Company,Natural Gas,365.0,Bcf/yr,26.60499248207297,3.317996643396647,Canada
1998,Suncor Energy,Investor-owned Company,Oil & NGL,77.0,Million bbl/yr,30.70589805937905,3.4565027222319604,Canada
1998,Suncor Energy,Investor-owned Company,Natural Gas,351.0,Bcf/yr,25.584527017007154,3.280329355449798,Canada
1999,Suncor Energy,Investor-owned Company,Oil & NGL,73.344,Million bbl/yr,29.247966068403855,3.4094289448081776,Canada
1999,Suncor Energy,Investor-owned Company,Natural Gas,393.8,Bcf/yr,28.704235724494072,3.391289652626151,Canada
2000,Suncor Energy,Investor-owned Company,Oil & NGL,74.5735,Million bbl/yr,29.738263492611736,3.4255082463590543,Canada
2000,Suncor Energy,Investor-owned Company,Natural Gas,370.3,Bcf/yr,26.99131155099074,3.3318941602713235,Canada
2001,Suncor Energy,Investor-owned Company,Oil & NGL,73.26799999999999,Million bbl/yr,29.21765894824135,3.4084264868763468,Canada
2001,Suncor Energy,Investor-owned Company,Natural Gas,325.6,Bcf/yr,23.733111101816327,3.2081428763630933,Canada
2002,Suncor Energy,Investor-owned Company,Oil & NGL,164.517,Million bbl/yr,65.60574326019304,4.198790808966342,Canada
2002,Suncor Energy,Investor-owned Company,Natural Gas,366.4,Bcf/yr,26.70703902857955,3.3216864974663682,Canada
2003,Suncor Energy,Investor-owned Company,Oil & NGL,210.959,Million bbl/yr,84.12578634686422,4.44413000198195,Canada
2003,Suncor Energy,Investor-owned Company,Natural Gas,385.1,Bcf/yr,28.070089328346036,3.369709787436584,Canada
2004,Suncor Energy,Investor-owned Company,Oil & NGL,196.6025,Million bbl/yr,78.40073147037752,4.374507580683924,Canada
2004,Suncor Energy,Investor-owned Company,Natural Gas,391.592,Bcf/yr,28.54329374257512,3.385856771990194,Canada
2005,Suncor Energy,Investor-owned Company,Oil & NGL,193.8995,Million bbl/yr,77.32283481512425,4.360839192857368,Canada
2005,Suncor Energy,Investor-owned Company,Natural Gas,378.212,Bcf/yr,27.568020319533648,3.3522879215609245,Canada
2006,Suncor Energy,Investor-owned Company,Oil & NGL,211.8825,Million bbl/yr,84.49405773462834,4.44844687334768,Canada
2006,Suncor Energy,Investor-owned Company,Natural Gas,332.077,Bcf/yr,24.205222160189987,3.2270512016274693,Canada
2007,Suncor Energy,Investor-owned Company,Oil & NGL,225.45977,Million bbl/yr,89.90837291053309,4.509852108168441,Canada
2007,Suncor Energy,Investor-owned Company,Natural Gas,295.212,Bcf/yr,21.51811791950061,3.1143202260445793,Canada
2008,Suncor Energy,Investor-owned Company,Oil & NGL,281.219,Million bbl/yr,112.1439213813054,4.7286606488627765,Canada
2008,Suncor Energy,Investor-owned Company,Natural Gas,293.898,Bcf/yr,21.422339946565156,3.1100577809118573,Canada
2009,Suncor Energy,Investor-owned Company,Oil & NGL,241.484,Million bbl/yr,96.2984816489752,4.577783384229249,Canada
2009,Suncor Energy,Investor-owned Company,Natural Gas,162.936,Bcf/yr,11.876468643997375,2.5554015094810656,Canada
2010,Suncor Energy,Investor-owned Company,Oil & NGL,296.5445,Million bbl/yr,118.25539203986403,4.78126734501343,Canada
2010,Suncor Energy,Investor-owned Company,Natural Gas,209.802,Bcf/yr,15.292549678695542,2.790707928395477,Canada
2011,Suncor Energy,Investor-owned Company,Oil & NGL,304.59,Million bbl/yr,121.46375960917226,4.807815146290394,Canada
2011,Suncor Energy,Investor-owned Company,Natural Gas,130.3,Bcf/yr,9.49761786414824,2.351148361343448,Canada
2012,Suncor Energy,Investor-owned Company,Oil & NGL,305.3215,Million bbl/yr,121.75546564073638,4.810194292288127,Canada
2012,Suncor Energy,Investor-owned Company,Natural Gas,105.9,Bcf/yr,7.719092339319254,2.165515142975589,Canada
2013,Suncor Energy,Investor-owned Company,Oil & NGL,302.776,Million bbl/yr,120.74037650424091,4.801890715752313,Canada
2013,Suncor Energy,Investor-owned Company,Natural Gas,70.1,Bcf/yr,5.1096163643652455,1.8098639830559842,Canada
2014,Suncor Energy,Investor-owned Company,Oil & NGL,443.359,Million bbl/yr,176.80176958062643,5.18066927567722,Canada
2014,Suncor Energy,Investor-owned Company,Natural Gas,8.103,Bcf/yr,0.5906308331020199,0.4641306879261489,Canada
2015,Suncor Energy,Investor-owned Company,Oil & NGL,378.1765,Million bbl/yr,150.80842931756837,5.022619392521087,Canada
2015,Suncor Energy,Investor-owned Company,Natural Gas,9.855,Bcf/yr,0.7183347970159703,0.5413556806041191,Canada
2016,Suncor Energy,Investor-owned Company,Oil & NGL,227.322,Million bbl/yr,90.65098907343071,4.5179877660816095,Canada
2016,Suncor Energy,Investor-owned Company,Natural Gas,11.0,Bcf/yr,0.8017942939802813,0.5887829983860774,Canada
2017,Suncor Energy,Investor-owned Company,Oil & NGL,248.784,Million bbl/yr,99.20956029616308,4.607263596236672,Canada
2017,Suncor Energy,Investor-owned Company,Natural Gas,7.008,Bcf/yr,0.5108158556558009,0.41264980667520096,Canada
2018,Suncor Energy,Investor-owned Company,Oil & NGL,264.4425,Million bbl/yr,105.45382399438108,4.667711313610021,Canada
2018,Suncor Energy,Investor-owned Company,Natural Gas,2.847,Bcf/yr,0.2075189413601691,0.188567792848201,Canada
2019,Suncor Energy,Investor-owned Company,Oil & NGL,283.678,Million bbl/yr,113.12451622972117,4.7372900999551835,Canada
2020,Suncor Energy,Investor-owned Company,Oil & NGL,253.7115,Million bbl/yr,101.17453838301492,4.626682511534727,Canada
2021,Suncor Energy,Investor-owned Company,Oil & NGL,267.0705,Million bbl/yr,106.50181230736872,4.677507706098809,Canada
2022,Suncor Energy,Investor-owned Company,Oil & NGL,271.268,Million bbl/yr,108.17568252950176,4.692958351053496,Canada
1999,Surgutneftegas,Investor-owned Company,Oil & NGL,268.0,Million bbl/yr,106.87247636251408,4.680949755039694,Russia
1999,Surgutneftegas,Investor-owned Company,Natural Gas,391.0,Bcf/yr,28.500142631480905,3.38439509829954,Russia
2000,Surgutneftegas,Investor-owned Company,Oil & NGL,290.0,Million bbl/yr,115.64559009376524,4.759140193155872,Russia
2000,Surgutneftegas,Investor-owned Company,Natural Gas,377.0,Bcf/yr,27.47967716641509,3.34919075103062,Russia
2001,Surgutneftegas,Investor-owned Company,Oil & NGL,316.0,Million bbl/yr,126.01381541251662,4.844295863317895,Russia
2001,Surgutneftegas,Investor-owned Company,Natural Gas,347.0,Bcf/yr,25.292965455559784,3.2693014302337584,Russia
2002,Surgutneftegas,Investor-owned Company,Oil & NGL,359.17,Million bbl/yr,143.22905722061265,4.971402710935441,Russia
2002,Surgutneftegas,Investor-owned Company,Natural Gas,420.189,Bcf/yr,30.627740235752768,3.4540345910648216,Russia
2003,Surgutneftegas,Investor-owned Company,Oil & NGL,396.00325,Million bbl/yr,157.91734319068564,5.068384212902585,Russia
2003,Surgutneftegas,Investor-owned Company,Natural Gas,490.20873,Bcf/yr,35.731505688483665,3.603634852415917,Russia
2004,Surgutneftegas,Investor-owned Company,Oil & NGL,437.0146,Million bbl/yr,174.27176309169235,5.166337701324114,Russia
2004,Surgutneftegas,Investor-owned Company,Natural Gas,505.81575,Bcf/yr,36.869107468668766,3.6341356733409778,Russia
2005,Surgutneftegas,Investor-owned Company,Oil & NGL,468.08647,Million bbl/yr,186.6625380622674,5.234645339561382,Russia
2005,Surgutneftegas,Investor-owned Company,Natural Gas,507.08691,Bcf/yr,36.96176281728113,3.636579411474889,Russia
2006,Surgutneftegas,Investor-owned Company,Oil & NGL,480.49616,Million bbl/yr,191.6112481413388,5.2606738992233035,Russia
2006,Surgutneftegas,Investor-owned Company,Natural Gas,516.30282,Bcf/yr,37.63351409472075,3.65412014056365,Russia
2007,Surgutneftegas,Investor-owned Company,Oil & NGL,472.74835,Million bbl/yr,188.52159276415125,5.244502964016098,Russia
2007,Surgutneftegas,Investor-owned Company,Natural Gas,499.24809,Bcf/yr,36.390388167504895,3.6214136705212505,Russia
2008,Surgutneftegas,Investor-owned Company,Oil & NGL,452.14372,Million bbl/yr,180.30492174686265,5.200180264368961,Russia
2008,Surgutneftegas,Investor-owned Company,Natural Gas,498.68313,Bcf/yr,36.34920801256607,3.620311706871172,Russia
2009,Surgutneftegas,Investor-owned Company,Oil & NGL,437.10989,Million bbl/yr,174.3097626374856,5.166554481406083,Russia
2009,Surgutneftegas,Investor-owned Company,Natural Gas,480.42786,Bcf/yr,35.01857425610522,3.5840347569573483,Russia
2010,Surgutneftegas,Investor-owned Company,Oil & NGL,436.48684,Million bbl/yr,174.06130406883756,5.16513622154444,Russia
2010,Surgutneftegas,Investor-owned Company,Natural Gas,471.84753,Bcf/yr,34.393150652971784,3.566518317039883,Russia
2011,Surgutneftegas,Investor-owned Company,Oil & NGL,445.52473,Million bbl/yr,177.66541483522562,5.185514865858887,Russia
2011,Surgutneftegas,Investor-owned Company,Natural Gas,457.29981,Bcf/yr,33.332761663296985,3.536100048839321,Russia
2012,Surgutneftegas,Investor-owned Company,Oil & NGL,450.09865,Million bbl/yr,179.4893930333004,5.195672011687797,Russia
2012,Surgutneftegas,Investor-owned Company,Natural Gas,432.9006,Bcf/yr,31.55429372187638,3.4829092715333942,Russia
2013,Surgutneftegas,Investor-owned Company,Oil & NGL,450.45049,Million bbl/yr,179.6296990485369,5.196449074021929,Russia
2013,Surgutneftegas,Investor-owned Company,Natural Gas,425.76798,Bcf/yr,31.034394265773685,3.466810146398831,Russia
2014,Surgutneftegas,Investor-owned Company,Oil & NGL,450.24525,Million bbl/yr,179.54785387298227,5.195995861045135,Russia
2014,Surgutneftegas,Investor-owned Company,Natural Gas,333.53826000000004,Bcf/yr,24.31173397201014,3.2312680815746617,Russia
2015,Surgutneftegas,Investor-owned Company,Oil & NGL,451.68926,Million bbl/yr,180.1236931438488,5.199180185397971,Russia
2015,Surgutneftegas,Investor-owned Company,Natural Gas,337.5636,Bcf/yr,24.60514257594928,3.242793213184474,Russia
2016,Surgutneftegas,Investor-owned Company,Oil & NGL,453.35317,Million bbl/yr,180.7872236742382,5.202836902454475,Russia
2016,Surgutneftegas,Investor-owned Company,Natural Gas,344.6256,Bcf/yr,25.119894512684617,3.262697265835168,Russia
2017,Surgutneftegas,Investor-owned Company,Oil & NGL,443.79485,Million bbl/yr,176.97557692697944,5.181646332602773,Russia
2017,Surgutneftegas,Investor-owned Company,Natural Gas,351.58167000000003,Bcf/yr,25.62692517036893,3.2819229282838904,Russia
2018,Surgutneftegas,Investor-owned Company,Oil & NGL,446.29438,Million bbl/yr,177.9723342435555,5.187231236596972,Russia
2018,Surgutneftegas,Investor-owned Company,Natural Gas,341.34177,Bcf/yr,24.88053486210269,3.2534911364246537,Russia
2019,Surgutneftegas,Investor-owned Company,Oil & NGL,445.664,Million bbl/yr,177.72095263292343,5.185825665616238,Russia
2019,Surgutneftegas,Investor-owned Company,Natural Gas,338.97600000000006,Bcf/yr,24.708092963296355,3.2468058436257454,Russia
2020,Surgutneftegas,Investor-owned Company,Oil & NGL,401.684,Million bbl/yr,160.1827007283586,5.082538508732897,Russia
2020,Surgutneftegas,Investor-owned Company,Natural Gas,321.85065,Bcf/yr,23.459819516713154,3.197031751520158,Russia
2021,Surgutneftegas,Investor-owned Company,Oil & NGL,391.422,Million bbl/yr,156.0904419506268,5.056821702867282,Russia
2021,Surgutneftegas,Investor-owned Company,Natural Gas,321.85065,Bcf/yr,23.459819516713154,3.197031751520158,Russia
2022,Surgutneftegas,Investor-owned Company,Oil & NGL,436.868,Million bbl/yr,174.2133022520105,5.166004101716001,Russia
2022,Surgutneftegas,Investor-owned Company,Natural Gas,293.07300000000004,Bcf/yr,21.36220537451664,3.107372273768355,Russia
1968,Syrian Petroleum,State-owned Entity,Oil & NGL,5.973,Million bbl/yr,2.381900378034689,1.2184377935181987,Syria
1969,Syrian Petroleum,State-owned Entity,Oil & NGL,10.0626,Million bbl/yr,4.012742465094904,1.6119831635515547,Syria
1970,Syrian Petroleum,State-owned Entity,Oil & NGL,17.52,Million bbl/yr,6.9865887532509205,2.077763729095526,Syria
1971,Syrian Petroleum,State-owned Entity,Oil & NGL,21.9,Million bbl/yr,8.733235941563649,2.2755464145523314,Syria
1972,Syrian Petroleum,State-owned Entity,Oil & NGL,27.156,Million bbl/yr,10.829212567538928,2.4705721134367105,Syria
1972,Syrian Petroleum,State-owned Entity,Natural Gas,4.8,Bcf/yr,0.3498738737368499,0.3000111612241843,Syria
1973,Syrian Petroleum,State-owned Entity,Oil & NGL,22.995,Million bbl/yr,9.169897738641833,2.319432154812455,Syria
1973,Syrian Petroleum,State-owned Entity,Natural Gas,4.2,Bcf/yr,0.3061396395197437,0.26707594666973716,Syria
1974,Syrian Petroleum,State-owned Entity,Oil & NGL,27.156,Million bbl/yr,10.829212567538928,2.4705721134367105,Syria
1974,Syrian Petroleum,State-owned Entity,Natural Gas,3.8136,Bcf/yr,0.2779747926839273,0.24527663172633607,Syria
