year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e,log_total_emissions_MtCO2e,country
2011,PetroEcuador,State-owned Entity,Oil & NGL,182.3,Million bbl/yr,72.69721060032208,4.299964950450842,Ecuador
2011,PetroEcuador,State-owned Entity,Natural Gas,12.0,Bcf/yr,0.8746846843421251,0.6284404769296248,Ecuador
2012,PetroEcuador,State-owned Entity,Oil & NGL,184.1,Million bbl/yr,73.41501081469715,4.309657679750644,Ecuador
2012,PetroEcuador,State-owned Entity,Natural Gas,8.5,Bcf/yr,0.6195683180756719,0.4821596434111084,Ecuador
2013,PetroEcuador,State-owned Entity,Oil & NGL,190.2,Million bbl/yr,75.84755598563497,4.341823667079874,Ecuador
2013,PetroEcuador,State-owned Entity,Natural Gas,12.0,Bcf/yr,0.8746846843421251,0.6284404769296248,Ecuador
2014,PetroEcuador,State-owned Entity,Oil & NGL,203.0,Million bbl/yr,80.95191306563567,4.406132649220424,Ecuador
2014,PetroEcuador,State-owned Entity,Natural Gas,20.4,Bcf/yr,1.4869639633816123,0.9110626747209557,Ecuador
2015,PetroEcuador,State-owned Entity,Oil & NGL,198.2,Million bbl/yr,79.03777916063541,4.38249876271184,Ecuador
2015,PetroEcuador,State-owned Entity,Natural Gas,17.5,Bcf/yr,1.2755818313322658,0.8222357697406091,Ecuador
2016,PetroEcuador,State-owned Entity,Oil & NGL,200.4,Million bbl/yr,79.91509053376053,4.393400339843098,Ecuador
2016,PetroEcuador,State-owned Entity,Natural Gas,18.7,Bcf/yr,1.3630502997664782,0.8599532843796058,Ecuador
2017,PetroEcuador,State-owned Entity,Oil & NGL,193.9,Million bbl/yr,77.3230342040727,4.360841738586147,Ecuador
2017,PetroEcuador,State-owned Entity,Natural Gas,16.3,Bcf/yr,1.1881133628980531,0.783039694414132,Ecuador
2018,PetroEcuador,State-owned Entity,Oil & NGL,188.8,Million bbl/yr,75.28926693000993,4.334532259064098,Ecuador
2018,PetroEcuador,State-owned Entity,Natural Gas,12.3,Bcf/yr,0.8965518014506781,0.640037396010899,Ecuador
2019,PetroEcuador,State-owned Entity,Oil & NGL,193.0,Million bbl/yr,76.96413409688515,4.35624890166959,Ecuador
2019,PetroEcuador,State-owned Entity,Natural Gas,10.89185,Bcf/yr,0.7939111982626479,0.5843982631152909,Ecuador
2020,PetroEcuador,State-owned Entity,Oil & NGL,174.0,Million bbl/yr,69.38735405625914,4.254013617145934,Ecuador
2020,PetroEcuador,State-owned Entity,Natural Gas,10.5405,Bcf/yr,0.7683011596090141,0.5700192888547567,Ecuador
2021,PetroEcuador,State-owned Entity,Oil & NGL,172.64499999999998,Million bbl/yr,68.84701000599345,4.246307278859691,Ecuador
2021,PetroEcuador,State-owned Entity,Natural Gas,10.89185,Bcf/yr,0.7939111982626479,0.5843982631152909,Ecuador
2022,PetroEcuador,State-owned Entity,Oil & NGL,175.565,Million bbl/yr,70.01144146486861,4.262841011450985,Ecuador
2022,PetroEcuador,State-owned Entity,Natural Gas,10.997255,Bcf/yr,0.8015942098587379,0.5886719450697137,Ecuador
1960,Petroleos de Venezuela,State-owned Entity,Oil & NGL,104.025,Million bbl/yr,41.48287072242735,3.7491009528619457,Venezuela
1960,Petroleos de Venezuela,State-owned Entity,Natural Gas,19.0033,Bcf/yr,1.3851579551632252,0.8692653507272576,Venezuela
1961,Petroleos de Venezuela,State-owned Entity,Oil & NGL,106.58,Million bbl/yr,42.5017482489431,3.772801126917933,Venezuela
1961,Petroleos de Venezuela,State-owned Entity,Natural Gas,20.0184,Bcf/yr,1.459148990419533,0.8998153512397742,Venezuela
1962,Petroleos de Venezuela,State-owned Entity,Oil & NGL,116.8,Million bbl/yr,46.577258355006144,3.8623548814198694,Venezuela
1962,Petroleos de Venezuela,State-owned Entity,Natural Gas,21.4254,Bcf/yr,1.561705769658647,0.9406733528742528,Venezuela
1963,Petroleos de Venezuela,State-owned Entity,Oil & NGL,118.625,Million bbl/yr,47.30502801680312,3.877535654967299,Venezuela
1963,Petroleos de Venezuela,State-owned Entity,Natural Gas,23.019,Bcf/yr,1.6778638957392813,0.985019422877847,Venezuela
1964,Petroleos de Venezuela,State-owned Entity,Oil & NGL,123.735,Million bbl/yr,49.34278306983463,3.91885527363458,Venezuela
1964,Petroleos de Venezuela,State-owned Entity,Natural Gas,25.0902,Bcf/yr,1.828834472256732,1.0398647795636657,Venezuela
1965,Petroleos de Venezuela,State-owned Entity,Oil & NGL,126.655,Million bbl/yr,50.5072145287098,3.9417218857944043,Venezuela
1965,Petroleos de Venezuela,State-owned Entity,Natural Gas,24.9815,Bcf/yr,1.8209112868244,1.0370599841040387,Venezuela
1966,Petroleos de Venezuela,State-owned Entity,Oil & NGL,123.005,Million bbl/yr,49.05167520511584,3.9130559758327856,Venezuela
1966,Petroleos de Venezuela,State-owned Entity,Natural Gas,26.3894,Bcf/yr,1.92353366741484,1.072793044700283,Venezuela
1967,Petroleos de Venezuela,State-owned Entity,Oil & NGL,129.21,Million bbl/yr,51.526092055225554,3.961310037666298,Venezuela
1967,Petroleos de Venezuela,State-owned Entity,Natural Gas,29.2655,Bcf/yr,2.1331737191345383,1.142046458608584,Venezuela
1968,Petroleos de Venezuela,State-owned Entity,Oil & NGL,131.4,Million bbl/yr,52.39941564938192,3.9777998030108055,Venezuela
1968,Petroleos de Venezuela,State-owned Entity,Natural Gas,30.1197,Bcf/yr,2.1954366905816247,1.1617237578579949,Venezuela
1969,Petroleos de Venezuela,State-owned Entity,Oil & NGL,131.035,Million bbl/yr,52.25386171702251,3.9750703224675146,Venezuela
1969,Petroleos de Venezuela,State-owned Entity,Natural Gas,31.4092,Bcf/yr,2.2894288489532233,1.190713947564807,Venezuela
1970,Petroleos de Venezuela,State-owned Entity,Oil & NGL,135.415,Million bbl/yr,54.000508905335245,4.007342438013941,Venezuela
1970,Petroleos de Venezuela,State-owned Entity,Natural Gas,34.863,Bcf/yr,2.5411776791849587,1.264459349556579,Venezuela
1971,Petroleos de Venezuela,State-owned Entity,Oil & NGL,129.57500000000002,Million bbl/yr,51.671645987584945,3.964077283957917,Venezuela
1971,Petroleos de Venezuela,State-owned Entity,Natural Gas,36.823,Bcf/yr,2.684042844294172,1.3040107481555572,Venezuela
1972,Petroleos de Venezuela,State-owned Entity,Oil & NGL,117.53,Million bbl/yr,46.868366219724926,3.868454873298803,Venezuela
1972,Petroleos de Venezuela,State-owned Entity,Natural Gas,38.7723,Bcf/yr,2.8261280822265142,1.3418533472550374,Venezuela
1973,Petroleos de Venezuela,State-owned Entity,Oil & NGL,123.005,Million bbl/yr,49.05167520511584,3.9130559758327856,Venezuela
1973,Petroleos de Venezuela,State-owned Entity,Natural Gas,45.9936,Bcf/yr,3.352491458146497,1.470748430141681,Venezuela
1974,Petroleos de Venezuela,State-owned Entity,Oil & NGL,108.77,Million bbl/yr,43.37507184309948,3.792677866793694,Venezuela
1974,Petroleos de Venezuela,State-owned Entity,Natural Gas,47.596900000000005,Bcf/yr,3.469356621013641,1.4972444656070374,Venezuela
1975,Petroleos de Venezuela,State-owned Entity,Oil & NGL,85.775,Million bbl/yr,34.20517410445764,3.5611930634057543,Venezuela
1975,Petroleos de Venezuela,State-owned Entity,Natural Gas,45.0925,Bcf/yr,3.286809927391439,1.4555428496586886,Venezuela
1976,Petroleos de Venezuela,State-owned Entity,Oil & NGL,668.6800000000001,Million bbl/yr,266.6548040824102,5.589698105799958,Venezuela
1976,Petroleos de Venezuela,State-owned Entity,Natural Gas,383.8456000000001,Bcf/yr,27.97865562267614,3.3665595459847535,Venezuela
1977,Petroleos de Venezuela,State-owned Entity,Oil & NGL,654.08,Million bbl/yr,260.8326467880344,5.567705546954241,Venezuela
1977,Petroleos de Venezuela,State-owned Entity,Natural Gas,440.0622000000001,Bcf/yr,32.07630554149176,3.4988171813759603,Venezuela
1978,Petroleos de Venezuela,State-owned Entity,Oil & NGL,633.64,Million bbl/yr,252.68162657590833,5.536080042129704,Venezuela
1978,Petroleos de Venezuela,State-owned Entity,Natural Gas,496.2788,Bcf/yr,36.173955460307376,3.615608394044468,Venezuela
1979,Petroleos de Venezuela,State-owned Entity,Oil & NGL,689.12,Million bbl/yr,274.80582429453625,5.619697082955427,Venezuela
1979,Petroleos de Venezuela,State-owned Entity,Natural Gas,552.4954,Bcf/yr,40.27160537912301,3.720174742429372,Venezuela
1980,Petroleos de Venezuela,State-owned Entity,Oil & NGL,650.576,Million bbl/yr,259.43532903738424,5.562354573318351,Venezuela
1980,Petroleos de Venezuela,State-owned Entity,Natural Gas,608.712,Bcf/yr,44.36925529793863,3.8148346795658177,Venezuela
1981,Petroleos de Venezuela,State-owned Entity,Oil & NGL,629.844,Million bbl/yr,251.16786567937064,5.5300949993911805,Venezuela
1981,Petroleos de Venezuela,State-owned Entity,Natural Gas,457.6,Bcf/yr,33.3546426295797,3.536737166146289,Venezuela
1982,Petroleos de Venezuela,State-owned Entity,Oil & NGL,570.86,Million bbl/yr,227.6463502100925,5.432176487632875,Venezuela
1982,Petroleos de Venezuela,State-owned Entity,Natural Gas,480.0,Bcf/yr,34.987387373685,3.583168526337982,Venezuela
1983,Petroleos de Venezuela,State-owned Entity,Oil & NGL,542.536,Million bbl/yr,216.35136505900348,5.381515237879784,Venezuela
1983,Petroleos de Venezuela,State-owned Entity,Natural Gas,460.8,Bcf/yr,33.58789187873761,3.543503675117168,Venezuela
1984,Petroleos de Venezuela,State-owned Entity,Oil & NGL,541.66,Million bbl/yr,216.00203562134095,5.379906734239968,Venezuela
1984,Petroleos de Venezuela,State-owned Entity,Natural Gas,488.0,Bcf/yr,35.57051049657976,3.599242191500001,Venezuela
1985,Petroleos de Venezuela,State-owned Entity,Oil & NGL,508.08,Million bbl/yr,202.61107384427672,5.316211673395097,Venezuela
1985,Petroleos de Venezuela,State-owned Entity,Natural Gas,494.4,Bcf/yr,36.03700899489555,3.6119176558397013,Venezuela
1986,Petroleos de Venezuela,State-owned Entity,Oil & NGL,550.128,Million bbl/yr,219.37888685207892,5.395348278008118,Venezuela
1986,Petroleos de Venezuela,State-owned Entity,Natural Gas,539.2,Bcf/yr,39.30249848310616,3.696413464130305,Venezuela
1987,Petroleos de Venezuela,State-owned Entity,Oil & NGL,539.032,Million bbl/yr,214.95404730835335,5.375065641108153,Venezuela
1987,Petroleos de Venezuela,State-owned Entity,Natural Gas,525.6,Bcf/yr,38.31118917418508,3.671509190163824,Venezuela
1988,Petroleos de Venezuela,State-owned Entity,Oil & NGL,584.292,Million bbl/yr,233.00273492091824,5.455332802985633,Venezuela
1988,Petroleos de Venezuela,State-owned Entity,Natural Gas,524.8000000000001,Bcf/yr,38.25287686189561,3.6700247373868824,Venezuela
1989,Petroleos de Venezuela,State-owned Entity,Oil & NGL,588.9639999999999,Million bbl/yr,234.86582525511844,5.463263106292553,Venezuela
1989,Petroleos de Venezuela,State-owned Entity,Natural Gas,615.2,Bcf/yr,44.84216815060629,3.825204369512354,Venezuela
1990,Petroleos de Venezuela,State-owned Entity,Oil & NGL,657.8760000000001,Million bbl/yr,262.34640768457206,5.573470304995549,Venezuela
1990,Petroleos de Venezuela,State-owned Entity,Natural Gas,708.336,Bcf/yr,51.63088754734696,3.963303163129003,Venezuela
1991,Petroleos de Venezuela,State-owned Entity,Oil & NGL,732.044,Million bbl/yr,291.92296674000096,5.679909662299441,Venezuela
1991,Petroleos de Venezuela,State-owned Entity,Natural Gas,740.4560000000001,Bcf/yr,53.97212688576938,4.0068262728790085,Venezuela
1992,Petroleos de Venezuela,State-owned Entity,Oil & NGL,731.168,Million bbl/yr,291.57363730233845,5.678716386448816,Venezuela
1992,Petroleos de Venezuela,State-owned Entity,Natural Gas,717.6,Bcf/yr,52.30614412365908,3.9760515988933056,Venezuela
1993,Petroleos de Venezuela,State-owned Entity,Oil & NGL,764.456,Million bbl/yr,304.8481559335153,5.723088756353789,Venezuela
1993,Petroleos de Venezuela,State-owned Entity,Natural Gas,763.2,Bcf/yr,55.62994592415916,4.036537925227838,Venezuela
1994,Petroleos de Venezuela,State-owned Entity,Oil & NGL,811.4712000280001,Million bbl/yr,323.596778521841,5.7825837305760395,Venezuela
1994,Petroleos de Venezuela,State-owned Entity,Natural Gas,817.6080000000002,Bcf/yr,59.595766282966345,4.104225027317327,Venezuela
1995,Petroleos de Venezuela,State-owned Entity,Oil & NGL,866.987999912,Million bbl/yr,345.7356512208156,5.8485626775768464,Venezuela
1995,Petroleos de Venezuela,State-owned Entity,Natural Gas,846.1440000000001,Bcf/yr,61.67576646233192,4.137974873125256,Venezuela
1996,Petroleos de Venezuela,State-owned Entity,Oil & NGL,922.124830708,Million bbl/yr,367.7230006460002,5.9100456863863,Venezuela
1996,Petroleos de Venezuela,State-owned Entity,Natural Gas,909.14936,Bcf/yr,66.26825174762041,4.208688383110841,Venezuela
1997,Petroleos de Venezuela,State-owned Entity,Oil & NGL,1021.4024001,Million bbl/yr,407.31270097500914,6.012033304809656,Venezuela
1997,Petroleos de Venezuela,State-owned Entity,Natural Gas,966.50092,Bcf/yr,70.44862934388112,4.268978720761237,Venezuela
1998,Petroleos de Venezuela,State-owned Entity,Oil & NGL,987.548000108,Million bbl/yr,393.81231454623247,5.978410498932629,Venezuela
1998,Petroleos de Venezuela,State-owned Entity,Natural Gas,1080.35648,Bcf/yr,78.74760555714745,4.378866716852427,Venezuela
1999,Petroleos de Venezuela,State-owned Entity,Oil & NGL,901.0087999000002,Million bbl/yr,359.3023942900372,5.8869436629999035,Venezuela
1999,Petroleos de Venezuela,State-owned Entity,Natural Gas,950.96232,Bcf/yr,69.31601472420458,4.252999578338109,Venezuela
2000,Petroleos de Venezuela,State-owned Entity,Oil & NGL,1004.48,Million bbl/yr,400.5644218530528,5.99536797344975,Venezuela
2000,Petroleos de Venezuela,State-owned Entity,Natural Gas,980.3444,Bcf/yr,71.45768600504749,4.283002750166051,Venezuela
2001,Petroleos de Venezuela,State-owned Entity,Oil & NGL,968.36252,Million bbl/yr,386.16156913822607,5.958842097217778,Venezuela
2001,Petroleos de Venezuela,State-owned Entity,Natural Gas,1069.3382,Bcf/yr,77.94447882683134,4.368744805727205,Venezuela
2002,Petroleos de Venezuela,State-owned Entity,Oil & NGL,848.6799999520001,Million bbl/yr,338.4348255007784,5.827281956554384,Venezuela
2002,Petroleos de Venezuela,State-owned Entity,Natural Gas,935.70624,Bcf/yr,68.20399309761305,4.23705856468156,Venezuela
2003,Petroleos de Venezuela,State-owned Entity,Oil & NGL,748.8432000440001,Million bbl/yr,298.62211640273074,5.702522068687314,Venezuela
2003,Petroleos de Venezuela,State-owned Entity,Natural Gas,802.3568,Bcf/yr,58.4841003614798,4.085709056026275,Venezuela
2004,Petroleos de Venezuela,State-owned Entity,Oil & NGL,828.6784481720001,Million bbl/yr,330.45864874771246,5.803503062019353,Venezuela
2004,Petroleos de Venezuela,State-owned Entity,Natural Gas,895.5884000000002,Bcf/yr,65.27978807953907,4.193884995201698,Venezuela
2005,Petroleos de Venezuela,State-owned Entity,Oil & NGL,831.0431999520001,Million bbl/yr,331.4016594891724,5.806344055415198,Venezuela
2005,Petroleos de Venezuela,State-owned Entity,Natural Gas,937.9664,Bcf/yr,68.36873704229329,4.239436291123552,Venezuela
2006,Petroleos de Venezuela,State-owned Entity,Oil & NGL,796.8319999040002,Million bbl/yr,317.7589890844593,5.764435297124278,Venezuela
2006,Petroleos de Venezuela,State-owned Entity,Natural Gas,856.0356,Bcf/yr,62.396769047635125,4.149412898750836,Venezuela
2007,Petroleos de Venezuela,State-owned Entity,Oil & NGL,778.2680000400002,Million bbl/yr,310.35607626110453,5.740937196981906,Venezuela
2007,Petroleos de Venezuela,State-owned Entity,Natural Gas,945.424928,Bcf/yr,68.91239205973801,4.247242916212855,Venezuela
2008,Petroleos de Venezuela,State-owned Entity,Oil & NGL,857.8,Million bbl/yr,342.0716799394201,5.837939404748003,Venezuela
2008,Petroleos de Venezuela,State-owned Entity,Natural Gas,888.0,Bcf/yr,64.72666664131725,4.185504728093107,Venezuela
2009,Petroleos de Venezuela,State-owned Entity,Oil & NGL,792.1,Million bbl/yr,315.8719721147292,5.758497818843318,Venezuela
2009,Petroleos de Venezuela,State-owned Entity,Natural Gas,830.0,Bcf/yr,60.49902400033031,4.119021304773216,Venezuela
2010,Petroleos de Venezuela,State-owned Entity,Oil & NGL,814.0,Million bbl/yr,324.60520805629284,5.785685629259347,Venezuela
2010,Petroleos de Venezuela,State-owned Entity,Natural Gas,830.0,Bcf/yr,60.49902400033031,4.119021304773216,Venezuela
2011,Petroleos de Venezuela,State-owned Entity,Oil & NGL,911.8,Million bbl/yr,363.60568637067297,5.898816458312392,Venezuela
2011,Petroleos de Venezuela,State-owned Entity,Natural Gas,713.0,Bcf/yr,51.9708483279946,3.9697417306820078,Venezuela
